Name,Market,ISU_CD,SHORT_CODE
율촌,KOSDAQ,KR7146060009,146060
비씨엔씨,KOSDAQ,KR7146320007,146320
피엠티,KOSDAQ,KR7147760003,147760
제룡산업,KOSDAQ,KR7147830004,147830
세경하이테크,KOSDAQ,KR7148150006,148150
알엔투테크놀로지,KOSDAQ,KR7148250004,148250
비큐AI,KOSDAQ,KR7148780000,148780
에이치와이티씨,KOSDAQ,KR7148930001,148930
아바텍,KOSDAQ,KR7149950008,149950
하이로닉,KOSDAQ,KR7149980005,149980
파수,KOSDAQ,KR7150900009,150900
KG에코솔루션,KOSDAQ,KR7151860004,151860
네이블,KOSDAQ,KR7153460001,153460
우리이앤엘,KOSDAQ,KR7153490008,153490
옵티팜,KOSDAQ,KR7153710009,153710
아시아종묘,KOSDAQ,KR7154030001,154030
다산솔루에타,KOSDAQ,KR7154040000,154040
와이엠씨,KOSDAQ,KR7155650005,155650
엘앤케이바이오,KOSDAQ,KR7156100000,156100
아톤,KOSDAQ,KR7158430009,158430
아스플로,KOSDAQ,KR7159010008,159010
제로투세븐,KOSDAQ,KR7159580000,159580
에코글로우,KOSDAQ,KR7159910009,159910
하이젠알앤엠,KOSDAQ,KR7160190005,160190
NEW,KOSDAQ,KR7160550000,160550
싸이맥스,KOSDAQ,KR7160980009,160980
필옵틱스,KOSDAQ,KR7161580006,161580
신스틸,KOSDAQ,KR7162300008,162300
에어레인,KOSDAQ,KR7163280001,163280
핑거,KOSDAQ,KR7163730005,163730
하나머티리얼즈,KOSDAQ,KR7166090001,166090
코아스템켐온,KOSDAQ,KR7166480004,166480
내츄럴엔도텍,KOSDAQ,KR7168330009,168330
펨트론,KOSDAQ,KR7168360006,168360
엠브레인,KOSDAQ,KR7169330008,169330
현대공업,KOSDAQ,KR7170030001,170030
파이오링크,KOSDAQ,KR7170790000,170790
엘티씨,KOSDAQ,KR7170920003,170920
램테크놀러지,KOSDAQ,KR7171010002,171010
선익시스템,KOSDAQ,KR7171090004,171090
라이온켐텍,KOSDAQ,KR7171120009,171120
에이엘티,KOSDAQ,KR7172670002,172670
오파스넷,KOSDAQ,KR7173130006,173130
에프엔씨엔터,KOSDAQ,KR7173940008,173940
앱클론,KOSDAQ,KR7174900001,174900
휴먼테크놀로지,KOSDAQ,KR7175140003,175140
아이큐어,KOSDAQ,KR7175250000,175250
듀켐바이오,KOSDAQ,KR7176750008,176750
베셀,KOSDAQ,KR7177350006,177350
파버나인,KOSDAQ,KR7177830007,177830
쓰리에이로직스,KOSDAQ,KR7177900008,177900
서진시스템,KOSDAQ,KR7178320008,178320
일월지엠엘,KOSDAQ,KR7178780003,178780
엠아이텍,KOSDAQ,KR7179290002,179290
애드바이오텍,KOSDAQ,KR7179530001,179530
유티아이,KOSDAQ,KR7179900006,179900
DXVX,KOSDAQ,KR7180400004,180400
큐브엔터,KOSDAQ,KR7182360008,182360
엔케이맥스,KOSDAQ,KR7182400002,182400
코미코,KOSDAQ,KR7183300003,183300
엔지켐생명과학,KOSDAQ,KR7183490002,183490
SGA솔루션즈,KOSDAQ,KR7184230001,184230
아이진,KOSDAQ,KR7185490000,185490
그린플러스,KOSDAQ,KR7186230009,186230
디티앤씨,KOSDAQ,KR7187220009,187220
신화콘텍,KOSDAQ,KR7187270004,187270
HLB제넥스,KOSDAQ,KR7187420005,187420
현대ADM,KOSDAQ,KR7187660006,187660
나노,KOSDAQ,KR7187790001,187790
디바이스,KOSDAQ,KR7187870001,187870
바이오포트,KOSDAQ,KR7188040000,188040
세니젠,KOSDAQ,KR7188260004,188260
인텔리안테크,KOSDAQ,KR7189300007,189300
씨이랩,KOSDAQ,KR7189330004,189330
포시에스,KOSDAQ,KR7189690001,189690
서전기전,KOSDAQ,KR7189860000,189860
흥국에프엔비,KOSDAQ,KR7189980006,189980
나무가,KOSDAQ,KR7190510008,190510
코리아에셋투자증권,KOSDAQ,KR7190650002,190650
육일씨엔에쓰,KOSDAQ,KR7191410000,191410
테고사이언스,KOSDAQ,KR7191420009,191420
케이사인,KOSDAQ,KR7192250009,192250
윈하이텍,KOSDAQ,KR7192390003,192390
오늘이엔엠,KOSDAQ,KR7192410009,192410
슈피겐코리아,KOSDAQ,KR7192440006,192440
링크드,KOSDAQ,KR7193250008,193250
데브시스터즈,KOSDAQ,KR7194480000,194480
노바렉스,KOSDAQ,KR7194700001,194700
마니커에프앤지,KOSDAQ,KR7195500004,195500
HK이노엔,KOSDAQ,KR7195940002,195940
에이비프로바이오,KOSDAQ,KR7195990007,195990
알테오젠,KOSDAQ,KR7196170005,196170
HLB펩,KOSDAQ,KR7196300008,196300
코아시아씨엠,KOSDAQ,KR7196450001,196450
디에이테크놀로지,KOSDAQ,KR7196490007,196490
웹스,KOSDAQ,KR7196700009,196700
디지캡,KOSDAQ,KR7197140007,197140
캐프,KOSDAQ,KR7198080004,198080
강동씨앤엘,KOSDAQ,KR7198440000,198440
한주라이트메탈,KOSDAQ,KR7198940009,198940
케이엔알시스템,KOSDAQ,KR7199430000,199430
뱅크웨어글로벌,KOSDAQ,KR7199480005,199480
레이저옵텍,KOSDAQ,KR7199550005,199550
바이오인프라,KOSDAQ,KR7199730003,199730
툴젠,KOSDAQ,KR7199800004,199800
제일일렉트릭,KOSDAQ,KR7199820002,199820
콜마비앤에이치,KOSDAQ,KR7200130003,200130
텔콘RF제약,KOSDAQ,KR7200230001,200230
아티스트스튜디오,KOSDAQ,KR7200350007,200350
에이팩트,KOSDAQ,KR7200470003,200470
휴메딕스,KOSDAQ,KR7200670008,200670
에이디테크놀로지,KOSDAQ,KR7200710002,200710
비씨월드제약,KOSDAQ,KR7200780005,200780
미투온,KOSDAQ,KR7201490000,201490
에이비온,KOSDAQ,KR7203400007,203400
유니온바이오메트릭스,KOSDAQ,KR7203450002,203450
드림시큐리티,KOSDAQ,KR7203650007,203650
아크솔루션스,KOSDAQ,KR7203690003,203690
그리티,KOSDAQ,KR7204020002,204020
제이앤티씨,KOSDAQ,KR7204270003,204270
티쓰리,KOSDAQ,KR7204610000,204610
글로벌텍스프리,KOSDAQ,KR7204620009,204620
스튜디오산타클로스,KOSDAQ,KR7204630008,204630
지엘팜텍,KOSDAQ,KR7204840003,204840
엑셈,KOSDAQ,KR7205100001,205100
휴마시스,KOSDAQ,KR7205470008,205470
넥써쓰,KOSDAQ,KR7205500002,205500
베노티앤알,KOSDAQ,KR7206400004,206400
덱스터,KOSDAQ,KR7206560005,206560
바디텍메드,KOSDAQ,KR7206640005,206640
유바이오로직스,KOSDAQ,KR7206650004,206650
미스터블루,KOSDAQ,KR7207760000,207760
정다운,KOSDAQ,KR7208140004,208140
지란지교시큐리티,KOSDAQ,KR7208350009,208350
셀바스헬스케어,KOSDAQ,KR7208370007,208370
썸에이지,KOSDAQ,KR7208640003,208640
포톤,KOSDAQ,KR7208710004,208710
다산디엠씨,KOSDAQ,KR7208860007,208860
와이제이링크,KOSDAQ,KR7209640002,209640
캔버스엔,KOSDAQ,KR7210120002,210120
인카금융서비스,KOSDAQ,KR7211050000,211050
AP위성,KOSDAQ,KR7211270004,211270
네오오토,KOSDAQ,KR7212560007,212560
아이에스티이,KOSDAQ,KR7212710008,212710
덕산네오룩스,KOSDAQ,KR7213420003,213420
클래시스,KOSDAQ,KR7214150005,214150
헥토이노베이션,KOSDAQ,KR7214180002,214180
라파스,KOSDAQ,KR7214260002,214260
FSN,KOSDAQ,KR7214270001,214270
케어젠,KOSDAQ,KR7214370009,214370
아이쓰리시스템,KOSDAQ,KR7214430001,214430
파마리서치,KOSDAQ,KR7214450009,214450
롤링스톤,KOSDAQ,KR7214610008,214610
디알텍,KOSDAQ,KR7214680001,214680
골프존,KOSDAQ,KR7215000001,215000
솔디펜스,KOSDAQ,KR7215090002,215090
로보로보,KOSDAQ,KR7215100009,215100
메가스터디교육,KOSDAQ,KR7215200007,215200
우리산업,KOSDAQ,KR7215360009,215360
우정바이오,KOSDAQ,KR7215380007,215380
토박스코리아,KOSDAQ,KR7215480005,215480
신라젠,KOSDAQ,KR7215600008,215600
이노인스트루먼트,KOSDAQ,KR7215790007,215790
인크로스,KOSDAQ,KR7216050005,216050
제테마,KOSDAQ,KR7216080002,216080
제너셈,KOSDAQ,KR7217190008,217190
넵튠,KOSDAQ,KR7217270008,217270
싸이토젠,KOSDAQ,KR7217330000,217330
에스디생명공학,KOSDAQ,KR7217480003,217480
러셀,KOSDAQ,KR7217500008,217500
선샤인푸드,KOSDAQ,KR7217620004,217620
강스템바이오텍,KOSDAQ,KR7217730001,217730
원익피앤이,KOSDAQ,KR7217820000,217820
미래생명자원,KOSDAQ,KR7218150001,218150
RFHIC,KOSDAQ,KR7218410009,218410
타이거일렉,KOSDAQ,KR7219130002,219130
링크제니시스,KOSDAQ,KR7219420007,219420
디와이디,KOSDAQ,KR7219550001,219550
한국비티비,KOSDAQ,KR7219750007,219750
퓨쳐켐,KOSDAQ,KR7220100002,220100
핸디소프트,KOSDAQ,KR7220180004,220180
켐트로스,KOSDAQ,KR7220260004,220260
유투바이오,KOSDAQ,KR7221800006,221800
하이즈항공,KOSDAQ,KR7221840002,221840
케이디켐,KOSDAQ,KR7221980006,221980
코스맥스엔비티,KOSDAQ,KR7222040008,222040
씨아이에스,KOSDAQ,KR7222080004,222080
팬젠,KOSDAQ,KR7222110009,222110
NPX,KOSDAQ,KR7222160004,222160
쎄노텍,KOSDAQ,KR7222420002,222420
심텍,KOSDAQ,KR7222800005,222800
세토피아,KOSDAQ,KR7222810004,222810
한국맥널티,KOSDAQ,KR7222980005,222980
드림씨아이에스,KOSDAQ,KR7223250002,223250
사토시홀딩스,KOSDAQ,KR7223310004,223310
더코디,KOSDAQ,KR7224060004,224060
에이텍모빌리티,KOSDAQ,KR7224110007,224110
LK삼양,KOSDAQ,KR7225190008,225190
제놀루션,KOSDAQ,KR7225220003,225220
케이엠제약,KOSDAQ,KR7225430008,225430
HC보광산업,KOSDAQ,KR7225530005,225530
넥슨게임즈,KOSDAQ,KR7225570001,225570
패션플랫폼,KOSDAQ,KR7225590009,225590
신테카바이오,KOSDAQ,KR7226330009,226330
본느,KOSDAQ,KR7226340008,226340
오스테오닉,KOSDAQ,KR7226400000,226400
엠디바이스,KOSDAQ,KR7226590008,226590
올릭스,KOSDAQ,KR7226950004,226950
프로브잇,KOSDAQ,KR7227100005,227100
아우딘퓨쳐스,KOSDAQ,KR7227610003,227610
엔투텍,KOSDAQ,KR7227950003,227950
동양파일,KOSDAQ,KR7228340006,228340
레이,KOSDAQ,KR7228670006,228670
지노믹트리,KOSDAQ,KR7228760005,228760
레이언스,KOSDAQ,KR7228850004,228850
젠큐릭스,KOSDAQ,KR7229000005,229000
에치에프알,KOSDAQ,KR7230240004,230240
에코마케팅,KOSDAQ,KR7230360000,230360
비유테크놀러지,KOSDAQ,KR7230980005,230980
와이씨,KOSDAQ,KR7232140004,232140
라온로보틱스,KOSDAQ,KR7232680009,232680
아이티센피엔에스,KOSDAQ,KR7232830000,232830
싸이닉솔루션,KOSDAQ,KR7234030005,234030
폴라리스세원,KOSDAQ,KR7234100006,234100
에스트래픽,KOSDAQ,KR7234300002,234300
헥토파이낸셜,KOSDAQ,KR7234340008,234340
녹십자웰빙,KOSDAQ,KR7234690006,234690
자이글,KOSDAQ,KR7234920007,234920
메드팩토,KOSDAQ,KR7235980000,235980
슈프리마,KOSDAQ,KR7236200002,236200
엔비티,KOSDAQ,KR7236810008,236810
에스티팜,KOSDAQ,KR7237690003,237690
피앤씨테크,KOSDAQ,KR7237750005,237750
플레이디,KOSDAQ,KR7237820006,237820
클리오,KOSDAQ,KR7237880000,237880
앤디포스,KOSDAQ,KR7238090005,238090
얼라인드,KOSDAQ,KR7238120000,238120
비피도,KOSDAQ,KR7238200000,238200
힘스,KOSDAQ,KR7238490007,238490
이스트에이드,KOSDAQ,KR7239340003,239340
에이치엘사이언스,KOSDAQ,KR7239610009,239610
피엔에이치테크,KOSDAQ,KR7239890007,239890
동방메디컬,KOSDAQ,KR7240550004,240550
유진테크놀로지,KOSDAQ,KR7240600007,240600
원익IPS,KOSDAQ,KR7240810002,240810
DSC인베스트먼트,KOSDAQ,KR7241520006,241520
유니테크노,KOSDAQ,KR7241690007,241690
코스메카코리아,KOSDAQ,KR7241710003,241710
메카로,KOSDAQ,KR7241770007,241770
티이엠씨씨엔에스,KOSDAQ,KR7241790005,241790
피씨엘,KOSDAQ,KR7241820000,241820
에이스토리,KOSDAQ,KR7241840008,241840
나무기술,KOSDAQ,KR7242040004,242040
휴온스,KOSDAQ,KR7243070000,243070
신흥에스이씨,KOSDAQ,KR7243840006,243840
올리패스,KOSDAQ,KR7244460002,244460
EDGC,KOSDAQ,KR7245620000,245620
에스엘에스바이오,KOSDAQ,KR7246250005,246250
TS인베스트먼트,KOSDAQ,KR7246690002,246690
티앤알바이오팹,KOSDAQ,KR7246710008,246710
아스타,KOSDAQ,KR7246720007,246720
SCL사이언스,KOSDAQ,KR7246960009,246960
에코프로비엠,KOSDAQ,KR7247540008,247540
나노씨엠에스,KOSDAQ,KR7247660004,247660
보라티알,KOSDAQ,KR7250000007,250000
모비스,KOSDAQ,KR7250060001,250060
예선테크,KOSDAQ,KR7250930005,250930
바이오에프디엔씨,KOSDAQ,KR7251120002,251120
와이엠티,KOSDAQ,KR7251370003,251370
브이원텍,KOSDAQ,KR7251630000,251630
펌텍코리아,KOSDAQ,KR7251970000,251970
세화피앤씨,KOSDAQ,KR7252500004,252500
샘씨엔에스,KOSDAQ,KR7252990007,252990
스튜디오드래곤,KOSDAQ,KR7253450001,253450
네오셈,KOSDAQ,KR7253590004,253590
수젠텍,KOSDAQ,KR7253840003,253840
자비스,KOSDAQ,KR7254120009,254120
미래반도체,KOSDAQ,KR7254490006,254490
SG,KOSDAQ,KR7255220006,255220
야스,KOSDAQ,KR7255440000,255440
한독크린텍,KOSDAQ,KR7256150004,256150
포인트엔지니어링,KOSDAQ,KR7256630005,256630
한국비엔씨,KOSDAQ,KR7256840000,256840
킵스파마,KOSDAQ,KR7256940008,256940
피엔티엠에스,KOSDAQ,KR7257370007,257370
실리콘투,KOSDAQ,KR7257720003,257720
케일럼,KOSDAQ,KR7258610005,258610
소프트캠프,KOSDAQ,KR7258790005,258790
세종메디칼,KOSDAQ,KR7258830009,258830
엠플러스,KOSDAQ,KR7259630002,259630
알리코제약,KOSDAQ,KR7260660006,260660
씨티케이,KOSDAQ,KR7260930003,260930
에스앤디,KOSDAQ,KR7260970009,260970
덴티스,KOSDAQ,KR7261200000,261200
이지스,KOSDAQ,KR7261520001,261520
차백신연구소,KOSDAQ,KR7261780001,261780
에이프로,KOSDAQ,KR7262260003,262260
아이퀘스트,KOSDAQ,KR7262840002,262840
디케이앤디,KOSDAQ,KR7263020000,263020
유틸렉스,KOSDAQ,KR7263050007,263050
덕우전자,KOSDAQ,KR7263600009,263600
디알젬,KOSDAQ,KR7263690000,263690
케어랩스,KOSDAQ,KR7263700007,263700
디앤씨미디어,KOSDAQ,KR7263720005,263720
펄어비스,KOSDAQ,KR7263750002,263750
유에스티,KOSDAQ,KR7263770000,263770
데이타솔루션,KOSDAQ,KR7263800005,263800
상신전자,KOSDAQ,KR7263810004,263810
지니언스,KOSDAQ,KR7263860009,263860
휴엠앤씨,KOSDAQ,KR7263920001,263920
유비쿼스,KOSDAQ,KR7264450008,264450
씨앤지하이테크,KOSDAQ,KR7264660002,264660
이랜시스,KOSDAQ,KR7264850009,264850
AP시스템,KOSDAQ,KR7265520007,265520
영화테크,KOSDAQ,KR7265560003,265560
엔에프씨,KOSDAQ,KR7265740001,265740
나인테크,KOSDAQ,KR7267320000,267320
배럴,KOSDAQ,KR7267790004,267790
매일유업,KOSDAQ,KR7267980001,267980
시스웍,KOSDAQ,KR7269620001,269620
앱튼,KOSDAQ,KR7270520000,270520
에브리봇,KOSDAQ,KR7270660004,270660
뉴트리,KOSDAQ,KR7270870009,270870
팸텍,KOSDAQ,KR7271830002,271830
케이엔제이,KOSDAQ,KR7272110008,272110
이녹스첨단소재,KOSDAQ,KR7272290008,272290
와이즈버즈,KOSDAQ,KR7273060004,273060
와이엠텍,KOSDAQ,KR7273640003,273640
켄코아에어로스페이스,KOSDAQ,KR7274090000,274090
이노시뮬레이션,KOSDAQ,KR7274400001,274400
에스에스알,KOSDAQ,KR7275630002,275630
스코넥,KOSDAQ,KR7276040003,276040
한울앤제주,KOSDAQ,KR7276730009,276730
린드먼아시아,KOSDAQ,KR7277070009,277070
인산가,KOSDAQ,KR7277410007,277410
레인보우로보틱스,KOSDAQ,KR7277810008,277810
티에스아이,KOSDAQ,KR7277880001,277880
천보,KOSDAQ,KR7278280003,278280
HLB바이오스텝,KOSDAQ,KR7278650007,278650
미디어젠,KOSDAQ,KR7279600001,279600
레이크머티리얼즈,KOSDAQ,KR7281740001,281740
금양그린파워,KOSDAQ,KR7282720002,282720
코윈테크,KOSDAQ,KR7282880004,282880
카이노스메드,KOSDAQ,KR7284620002,284620
노바텍,KOSDAQ,KR7285490009,285490
진영,KOSDAQ,KR7285800009,285800
나노실리칸첨단소재,KOSDAQ,KR7286750005,286750
인투셀,KOSDAQ,KR7287840003,287840
파라택시스코리아,KOSDAQ,KR7288330004,288330
에스퓨얼셀,KOSDAQ,KR7288620008,288620
모아데이타,KOSDAQ,KR7288980006,288980
아이스크림에듀,KOSDAQ,KR7289010001,289010
SV인베스트먼트,KOSDAQ,KR7289080004,289080
자이언트스텝,KOSDAQ,KR7289220006,289220
웨이비스,KOSDAQ,KR7289930000,289930
트윔,KOSDAQ,KR7290090000,290090
DH오토리드,KOSDAQ,KR7290120005,290120
휴네시온,KOSDAQ,KR7290270008,290270
신도기연,KOSDAQ,KR7290520006,290520
디케이티,KOSDAQ,KR7290550003,290550
신시웨이,KOSDAQ,KR7290560002,290560
엘앤씨바이오,KOSDAQ,KR7290650001,290650
네오펙트,KOSDAQ,KR7290660000,290660
대보마그네틱,KOSDAQ,KR7290670009,290670
소룩스,KOSDAQ,KR7290690007,290690
푸드나무,KOSDAQ,KR7290720002,290720
액트로,KOSDAQ,KR7290740000,290740
엔피,KOSDAQ,KR7291230001,291230
압타머사이언스,KOSDAQ,KR7291650000,291650
핀텔,KOSDAQ,KR7291810000,291810
카카오게임즈,KOSDAQ,KR7293490009,293490
나우IB,KOSDAQ,KR7293580007,293580
압타바이오,KOSDAQ,KR7293780003,293780
이오플로우,KOSDAQ,KR7294090006,294090
레몬,KOSDAQ,KR7294140009,294140
쿠콘,KOSDAQ,KR7294570007,294570
서남,KOSDAQ,KR7294630009,294630
에이치브이엠,KOSDAQ,KR7295310007,295310
이노룰스,KOSDAQ,KR7296640006,296640
씨에스베어링,KOSDAQ,KR7297090003,297090
알로이스,KOSDAQ,KR7297570004,297570
HB솔루션,KOSDAQ,KR7297890006,297890
에스씨엠생명과학,KOSDAQ,KR7298060005,298060
에이비엘바이오,KOSDAQ,KR7298380007,298380
더네이쳐홀딩스,KOSDAQ,KR7298540006,298540
슈어소프트테크,KOSDAQ,KR7298830001,298830
하나기술,KOSDAQ,KR7299030007,299030
더블유에스아이,KOSDAQ,KR7299170001,299170
셀리드,KOSDAQ,KR7299660001,299660
위지윅스튜디오,KOSDAQ,KR7299900001,299900
플리토,KOSDAQ,KR7300080009,300080
라온피플,KOSDAQ,KR7300120003,300120
바이브컴퍼니,KOSDAQ,KR7301300000,301300
이노메트리,KOSDAQ,KR7302430004,302430
리메드,KOSDAQ,KR7302550009,302550
지니틱스,KOSDAQ,KR7303030001,303030
프로티아,KOSDAQ,KR7303360002,303360
이노뎁,KOSDAQ,KR7303530000,303530
동국생명과학,KOSDAQ,KR7303810006,303810
솔트룩스,KOSDAQ,KR7304100001,304100
에스바이오메딕스,KOSDAQ,KR7304360001,304360
피플바이오,KOSDAQ,KR7304840002,304840
마이크로디지탈,KOSDAQ,KR7305090003,305090
에스제이그룹,KOSDAQ,KR7306040007,306040
지아이에스,KOSDAQ,KR7306620006,306620
아이엘,KOSDAQ,KR7307180000,307180
원바이오젠,KOSDAQ,KR7307280008,307280
국전약품,KOSDAQ,KR7307750000,307750
비투엔,KOSDAQ,KR7307870006,307870
컴퍼니케이,KOSDAQ,KR7307930008,307930
바이젠셀,KOSDAQ,KR7308080001,308080
형지글로벌,KOSDAQ,KR7308100007,308100
셀비온,KOSDAQ,KR7308430008,308430
아이티켐,KOSDAQ,KR7309710002,309710
조이웍스앤코,KOSDAQ,KR7309930006,309930
LB인베스트먼트,KOSDAQ,KR7309960003,309960
애니플러스,KOSDAQ,KR7310200001,310200
보로노이,KOSDAQ,KR7310210000,310210
디와이씨,KOSDAQ,KR7310870001,310870
지오엘리먼트,KOSDAQ,KR7311320006,311320
네오크레마,KOSDAQ,KR7311390009,311390
CJ 바이오사이언스,KOSDAQ,KR7311690002,311690
에이에프더블류,KOSDAQ,KR7312610009,312610
캐리,KOSDAQ,KR7313760001,313760
지놈앤컴퍼니,KOSDAQ,KR7314130006,314130
알피바이오,KOSDAQ,KR7314140005,314140
바이오다인,KOSDAQ,KR7314930009,314930
딥노이드,KOSDAQ,KR7315640003,315640
라닉스,KOSDAQ,KR7317120004,317120
TS트릴리온,KOSDAQ,KR7317240000,317240
덕산테코피아,KOSDAQ,KR7317330009,317330
캐리소프트,KOSDAQ,KR7317530004,317530
퀀타매트릭스,KOSDAQ,KR7317690006,317690
엑스페릭스,KOSDAQ,KR7317770006,317770
에스피시스템스,KOSDAQ,KR7317830008,317830
대모,KOSDAQ,KR7317850006,317850
엔바이오니아,KOSDAQ,KR7317870004,317870
KBG,KOSDAQ,KR7318000007,318000
팜스빌,KOSDAQ,KR7318010006,318010
포인트모바일,KOSDAQ,KR7318020005,318020
그래피,KOSDAQ,KR7318060001,318060
셀바이오휴먼텍,KOSDAQ,KR7318160009,318160
비비씨,KOSDAQ,KR7318410008,318410
현대무벡스,KOSDAQ,KR7319400008,319400
피에스케이,KOSDAQ,KR7319660007,319660
한울반도체,KOSDAQ,KR7320000003,320000
프로이천,KOSDAQ,KR7321260002,321260
센서뷰,KOSDAQ,KR7321370009,321370
티움바이오,KOSDAQ,KR7321550006,321550
아티스트컴퍼니,KOSDAQ,KR7321820003,321820
LS티라유텍,KOSDAQ,KR7322180001,322180
오로스테크놀로지,KOSDAQ,KR7322310004,322310
제이엘케이,KOSDAQ,KR7322510009,322510
코퍼스코리아,KOSDAQ,KR7322780008,322780
태성,KOSDAQ,KR7323280008,323280
다원넥스뷰,KOSDAQ,KR7323350009,323350
박셀바이오,KOSDAQ,KR7323990002,323990
RF머트리얼즈,KOSDAQ,KR7327260006,327260
루닛,KOSDAQ,KR7328130000,328130
솔트웨어,KOSDAQ,KR7328380001,328380
위더스제약,KOSDAQ,KR7330350000,330350
스톤브릿지벤처스,KOSDAQ,KR7330730003,330730
네패스아크,KOSDAQ,KR7330860008,330860
포커스에이아이,KOSDAQ,KR7331380006,331380
밸로프,KOSDAQ,KR7331520007,331520
아우토크립트,KOSDAQ,KR7331740001,331740
셀레믹스,KOSDAQ,KR7331920009,331920
누보,KOSDAQ,KR7332290006,332290
아이디피,KOSDAQ,KR7332370006,332370
PS일렉트로닉스,KOSDAQ,KR7332570001,332570
모코엠시스,KOSDAQ,KR7333050003,333050
일승,KOSDAQ,KR7333430007,333430
엔시스,KOSDAQ,KR7333620003,333620
프레스티지바이오로직스,KOSDAQ,KR7334970001,334970
프리시젼바이오,KOSDAQ,KR7335810008,335810
윙스풋,KOSDAQ,KR7335870002,335870
웨이버스,KOSDAQ,KR7336060009,336060
원텍,KOSDAQ,KR7336570007,336570
탑런토탈솔루션,KOSDAQ,KR7336680004,336680
젝시믹스,KOSDAQ,KR7337930002,337930
뷰노,KOSDAQ,KR7338220007,338220
와이바이오로직스,KOSDAQ,KR7338840002,338840
아이비김영,KOSDAQ,KR7339950008,339950
다보링크,KOSDAQ,KR7340360007,340360
세림B&G,KOSDAQ,KR7340440007,340440
지씨지놈,KOSDAQ,KR7340450006,340450
티앤엘,KOSDAQ,KR7340570001,340570
시선AI,KOSDAQ,KR7340810001,340810
유일에너테크,KOSDAQ,KR7340930007,340930
오아,KOSDAQ,KR7342870003,342870
이노진,KOSDAQ,KR7344860002,344860
센코,KOSDAQ,KR7347000002,347000
스피어,KOSDAQ,KR7347700007,347700
피엔케이피부임상연구센타,KOSDAQ,KR7347740003,347740
핌스,KOSDAQ,KR7347770000,347770
디앤디파마텍,KOSDAQ,KR7347850000,347850
알체라,KOSDAQ,KR7347860009,347860
엠투아이,KOSDAQ,KR7347890006,347890
모비릭스,KOSDAQ,KR7348030008,348030
큐라티스,KOSDAQ,KR7348080003,348080
고바이오랩,KOSDAQ,KR7348150004,348150
넥스틴,KOSDAQ,KR7348210006,348210
뉴로메카,KOSDAQ,KR7348340001,348340
위드텍,KOSDAQ,KR7348350000,348350
엔켐,KOSDAQ,KR7348370008,348370
넥사다이내믹스,KOSDAQ,KR7351320007,351320
이삭엔지니어링,KOSDAQ,KR7351330006,351330
차이커뮤니케이션,KOSDAQ,KR7351870001,351870
스톰테크,KOSDAQ,KR7352090005,352090
씨앤씨인터내셔널,KOSDAQ,KR7352480008,352480
씨앤투스,KOSDAQ,KR7352700009,352700
셀레스트라,KOSDAQ,KR7352770002,352770
오비고,KOSDAQ,KR7352910004,352910
인바이오,KOSDAQ,KR7352940001,352940
휴럼,KOSDAQ,KR7353190002,353190
오토앤,KOSDAQ,KR7353590003,353590
이지바이오,KOSDAQ,KR7353810005,353810
엔젠바이오,KOSDAQ,KR7354200008,354200
알멕,KOSDAQ,KR7354320004,354320
코스텍시스,KOSDAQ,KR7355150004,355150
크라우드웍스,KOSDAQ,KR7355390006,355390
에이텀,KOSDAQ,KR7355690009,355690
엑스게이트,KOSDAQ,KR7356680009,356680
티엘비,KOSDAQ,KR7356860007,356860
싸이버원,KOSDAQ,KR7356890004,356890
에이치피오,KOSDAQ,KR7357230002,357230
석경에이티,KOSDAQ,KR7357550003,357550
아모센스,KOSDAQ,KR7357580000,357580
솔브레인,KOSDAQ,KR7357780006,357780
SKAI,KOSDAQ,KR7357880004,357880
지아이이노베이션,KOSDAQ,KR7358570000,358570
씨엔알리서치,KOSDAQ,KR7359090008,359090
탑머티리얼,KOSDAQ,KR7360070007,360070
코셈,KOSDAQ,KR7360350003,360350
제노코,KOSDAQ,KR7361390008,361390
알비더블유,KOSDAQ,KR7361570005,361570
삼영에스앤씨,KOSDAQ,KR7361670003,361670
청담글로벌,KOSDAQ,KR7362320004,362320
드림인사이트,KOSDAQ,KR7362990004,362990
진시스템,KOSDAQ,KR7363250002,363250
모비데이즈,KOSDAQ,KR7363260001,363260
에이아이코리아,KOSDAQ,KR7364950006,364950
큐라클,KOSDAQ,KR7365270008,365270
에스와이스틸텍,KOSDAQ,KR7365330000,365330
성일하이텍,KOSDAQ,KR7365340009,365340
하이딥,KOSDAQ,KR7365590009,365590
브이씨,KOSDAQ,KR7365900000,365900
공구우먼,KOSDAQ,KR7366030005,366030
플래티어,KOSDAQ,KR7367000007,367000
아이씨에이치,KOSDAQ,KR7368600003,368600
파이버프로,KOSDAQ,KR7368770004,368770
오에스피,KOSDAQ,KR7368970000,368970
블리츠웨이엔터테인먼트,KOSDAQ,KR7369370002,369370
퓨런티어,KOSDAQ,KR7370090003,370090
풍원정밀,KOSDAQ,KR7371950007,371950
윤성에프앤씨,KOSDAQ,KR7372170001,372170
큐로셀,KOSDAQ,KR7372320002,372320
아이티아이즈,KOSDAQ,KR7372800003,372800
엑셀세라퓨틱스,KOSDAQ,KR7373110006,373110
데이원컴퍼니,KOSDAQ,KR7373160001,373160
엠아이큐브솔루션,KOSDAQ,KR7373170000,373170
엑스플러스,KOSDAQ,KR7373200005,373200
피코그램,KOSDAQ,KR7376180006,376180
